%truck	orders	drivers	containers	from	start_time	to
T000069	()	(D000084)	(C000086)	L000094	7804800	L000069
T000069	(O000252)	(D000084)	(C000086)	L000069	7938000	L000037
T000069	()	(D000084)	(C000086)	L000037	8578800	L000075
T000069	(O000253)	(D000084)	(C000086)	L000075	9183600	L000018
T000069	(O000254)	(D000084)	(C000086)	L000018	10004400	L000106
T000069	(O000255)	(D000084)	(C000086)	L000106	10771200	L000056
T000069	(O000256)	(D000084)	(C000086)	L000056	11422800	L000069
T000069	()	(D000084)	(C000086)	L000069	12168000	L000003
T000070	()	(D000085,D000086)	(C000087)	L000157	2340000	L000195
T000070	(O000257)	(D000085,D000086)	(C000087)	L000195	2512800	L000067
T000070	()	(D000085,D000086)	(C000087)	L000067	4136400	L000047
T000070	(O000258)	(D000085,D000086)	(C000087)	L000047	4827600	L000176
T000070	()	(D000085,D000086)	(C000087)	L000176	7110000	L000192
T000070	(O000259)	(D000085,D000086)	(C000087)	L000192	7362000	L000023
T000070	(O000260)	(D000085,D000086)	(C000087)	L000023	9615600	L000031
T000070	(O000261)	(D000085,D000086)	(C000087)	L000031	9907200	L000072
T000070	(O000262)	(D000085,D000086)	(C000087)	L000072	10591200	L000157
T000071	()	(D000087)	(C000088)	L000002	4050000	L000104
T000071	(O000263)	(D000087)	(C000088)	L000104	9993600	L000060
T000071	(O000264)	(D000087)	(C000088)	L000060	10605600	L000002
T000072	()	(D000088)	(C000089)	L000001	7380000	L000163
T000072	(O000265)	(D000088)	(C000089)	L000163	8420400	L000189
T000072	(O000266)	(D000088)	(C000089)	L000189	8557200	L000084
T000072	()	(D000088)	(C000089)	L000084	10317600	L000128
T000072	(O000267)	(D000088)	(C000089)	L000128	10393200	L000009
T000072	(O000268)	(D000088)	(C000089)	L000009	11203200	L000163
T000072	()	(D000088)	(C000089)	L000163	13410000	L000058
T000072	(O000269)	(D000088)	(C000089)	L000058	15613200	L000001
T000073	()	(D000089)	(C000092,C000091,C000090)	L000139	5850000	L000094
T000073	(O000271,O000272,O000270)	(D000089)	(C000092,C000091,C000090)	L000094	7876800	L000099
T000073	(O000272)	(D000089)	(C000092,C000091,C000090)	L000099	7920000	L000028
T000073	()	(D000089)	(C000092,C000091,C000090)	L000028	8607600	L000021
T000073	(O000273)	(D000089)	(C000092,C000091,C000090)	L000021	8740800	L000064
T000073	(O000274,O000277,O000276)	(D000089)	(C000092,C000091,C000090)	L000064	9504000	L000130
T000073	(O000277,O000276,O000275)	(D000089)	(C000092,C000091,C000090)	L000130	9590400	L000139
T000074	()	(D000090)	(C000093)	L000002	7380000	L000168
T000074	(O000278)	(D000090)	(C000093)	L000168	10029600	L000081
T000074	(O000279)	(D000090)	(C000093)	L000081	12128400	L000150
T000074	()	(D000090)	(C000093)	L000150	14324400	L000098
T000074	(O000280)	(D000090)	(C000093)	L000098	16556400	L000151
T000074	(O000281)	(D000090)	(C000093)	L000151	18871200	L000080
T000074	(O000282)	(D000090)	(C000093)	L000080	21031200	L000110
T000074	(O000283)	(D000090)	(C000093)	L000110	21186000	L000154
T000074	(O000284)	(D000090)	(C000093)	L000154	23184000	L000043
T000074	()	(D000090)	(C000093)	L000043	25639200	L000058
T000074	(O000285)	(D000090)	(C000093)	L000058	26215200	L000156
T000074	(O000286)	(D000090)	(C000093)	L000156	29145600	L000164
T000074	(O000287)	(D000090)	(C000093)	L000164	29246400	L000171
T000074	(O000288)	(D000090)	(C000093)	L000171	29592000	L000154
T000074	()	(D000090)	(C000093)	L000154	29653200	L000188
T000074	(O000289)	(D000090)	(C000093)	L000188	29790000	L000147
T000074	(O000290)	(D000090)	(C000093)	L000147	30063600	L000163
T000074	()	(D000090)	(C000093)	L000163	30376800	L000002
T000075	()	(D000091)	(C000094)	L000062	7560000	L000187
T000075	(O000291)	(D000091)	(C000094)	L000187	9630000	L000035
T000075	()	(D000091)	(C000094)	L000035	11977200	L000066
T000075	(O000292)	(D000091)	(C000094)	L000066	12448800	L000012
T000075	(O000293)	(D000091)	(C000094)	L000012	12880800	L000167
T000075	(O000294)	(D000091)	(C000094)	L000167	15170400	L000059
T000075	(O000295)	(D000091)	(C000094)	L000059	17737200	L000017
T000075	()	(D000091)	(C000094)	L000017	18136800	L000088
T000075	(O000296)	(D000091)	(C000094)	L000088	18630000	L000130
T000075	(O000297)	(D000091)	(C000094)	L000130	18648000	L000080
T000075	(O000298)	(D000091)	(C000094)	L000080	18889200	L000074
T000075	()	(D000091)	(C000094)	L000074	18946800	L000111
T000075	(O000299)	(D000091)	(C000094)	L000111	19022400	L000031
T000075	(O000300)	(D000091)	(C000094)	L000031	19843200	L000032
T000075	(O000301)	(D000091)	(C000094)	L000032	19958400	L000071
T000075	()	(D000091)	(C000094)	L000071	20761200	L000062
T000076	()	(D000092,D000093)	(C000096,C000095)	L000003	7110000	L000069
T000076	(O000302)	(D000092,D000093)	(C000096,C000095)	L000069	7617600	L000195
T000076	()	(D000092,D000093)	(C000096,C000095)	L000195	9684000	L000180
T000076	(O000303)	(D000092,D000093)	(C000096,C000095)	L000180	9853200	L000051
T000076	(O000304,O000305)	(D000092,D000093)	(C000096,C000095)	L000051	12243600	L000028
T000076	(O000305,O000306)	(D000092,D000093)	(C000096,C000095)	L000028	12614400	L000010
T000076	(O000307,O000308)	(D000092,D000093)	(C000096,C000095)	L000010	12808800	L000063
T000076	(O000309)	(D000092,D000093)	(C000096,C000095)	L000063	13424400	L000003
T000077	()	(D000094)	(C000097)	L000139	6120000	L000137
T000077	(O000310)	(D000094)	(C000097)	L000137	7866000	L000055
T000077	()	(D000094)	(C000097)	L000055	8438400	L000068
T000077	(O000311)	(D000094)	(C000097)	L000068	9014400	L000139
T000078	()	(D000095)	(C000099,C000098)	L000000	5850000	L000010
T000078	(O000312,O000313)	(D000095)	(C000099,C000098)	L000010	9770400	L000163
T000078	(O000313)	(D000095)	(C000099,C000098)	L000163	12160800	L000112
T000078	()	(D000095)	(C000099,C000098)	L000112	14083200	L000000
T000079	()	(D000096)	(C000100)	L000002	1890000	L000087
T000079	(O000314)	(D000096)	(C000100)	L000087	6440400	L000009
T000079	(O000315)	(D000096)	(C000100)	L000009	7426800	L000120
T000079	()	(D000096)	(C000100)	L000120	8298000	L000002
T000080	()	(D000097)	(C000102,C000101)	L000003	180000	L000018
T000080	(O000316,O000317)	(D000097)	(C000102,C000101)	L000018	1447200	L000155
T000080	()	(D000097)	(C000102,C000101)	L000155	4183200	L000174
T000080	(O000318,O000319)	(D000097)	(C000102,C000101)	L000174	4579200	L000030
T000080	()	(D000097)	(C000102,C000101)	L000030	7264800	L000082
T000080	(O000320,O000321)	(D000097)	(C000102,C000101)	L000082	7819200	L000194
T000080	(O000321)	(D000097)	(C000102,C000101)	L000194	9921600	L000125
T000080	(O000322)	(D000097)	(C000102,C000101)	L000125	11977200	L000003
T000081	()	(D000098,D000099)	(C000103)	L000062	1620000	L000082
T000081	(O000323)	(D000098,D000099)	(C000103)	L000082	2030400	L000172
T000081	(O000324)	(D000098,D000099)	(C000103)	L000172	4683600	L000031
T000081	()	(D000098,D000099)	(C000103)	L000031	8168400	L000041
T000081	(O000325)	(D000098,D000099)	(C000103)	L000041	8859600	L000103
T000081	()	(D000098,D000099)	(C000103)	L000103	9583200	L000062
T000082	()	(D000100)	(C000104)	L000062	1980000	L000022
T000082	(O000326)	(D000100)	(C000104)	L000022	2700000	L000135
T000082	(O000327)	(D000100)	(C000104)	L000135	3409200	L000138
T000082	()	(D000100)	(C000104)	L000138	3603600	L000008
T000082	(O000328)	(D000100)	(C000104)	L000008	4316400	L000045
T000082	(O000329)	(D000100)	(C000104)	L000045	5428800	L000092
T000082	(O000330)	(D000100)	(C000104)	L000092	6094800	L000062
T000083	()	(D000101)	(C000107,C000106,C000105)	L000139	180000	L000196
T000083	(O000334,O000332,O000331)	(D000101)	(C000107,C000106,C000105)	L000196	349200	L000139
T000083	(O000334,O000332)	(D000101)	(C000107,C000106,C000105)	L000139	518400	L000102
T000083	(O000334,O000333)	(D000101)	(C000107,C000106,C000105)	L000102	2278800	L000026
T000083	(O000336,O000335)	(D000101)	(C000107,C000106,C000105)	L000026	2876400	L000082
T000083	(O000336)	(D000101)	(C000107,C000106,C000105)	L000082	3405600	L000079
T000083	(O000337,O000338)	(D000101)	(C000107,C000106,C000105)	L000079	3654000	L000136
T000083	()	(D000101)	(C000107,C000106,C000105)	L000136	3826800	L000114
T000083	(O000341,O000339,O000340)	(D000101)	(C000107,C000106,C000105)	L000114	3934800	L000191
T000083	(O000341,O000343)	(D000101)	(C000107,C000106,C000105)	L000191	5943600	L000064
T000083	(O000343,O000342)	(D000101)	(C000107,C000106,C000105)	L000064	7909200	L000139
T000084	()	(D000102)	(C000108)	L000002	1890000	L000119
T000084	(O000344)	(D000102)	(C000108)	L000119	6004800	L000098
T000084	(O000345)	(D000102)	(C000108)	L000098	6278400	L000002
T000085	()	(D000103)	(C000109)	L000000	1170000	L000149
T000085	(O000346)	(D000103)	(C000109)	L000149	3164400	L000015
T000085	(O000347)	(D000103)	(C000109)	L000015	5799600	L000021
T000085	(O000348)	(D000103)	(C000109)	L000021	6058800	L000060
T000085	()	(D000103)	(C000109)	L000060	6609600	L000089
T000085	(O000349)	(D000103)	(C000109)	L000089	7149600	L000182
T000085	(O000350)	(D000103)	(C000109)	L000182	9345600	L000008
T000085	()	(D000103)	(C000109)	L000008	12348000	L000060
T000085	(O000351)	(D000103)	(C000109)	L000060	13402800	L000073
T000085	(O000352)	(D000103)	(C000109)	L000073	13942800	L000153
T000085	(O000353)	(D000103)	(C000109)	L000153	16189200	L000154
T000085	()	(D000103)	(C000109)	L000154	16455600	L000158
T000085	(O000354)	(D000103)	(C000109)	L000158	16614000	L000186
T000085	()	(D000103)	(C000109)	L000186	16920000	L000189
T000085	(O000355)	(D000103)	(C000109)	L000189	17161200	L000165
T000085	(O000356)	(D000103)	(C000109)	L000165	17586000	L000000
T000086	()	(D000104)	(C000112,C000111,C000110)	L000002	360000	L000116
T000086	(O000361,O000357,O000360)	(D000104)	(C000112,C000111,C000110)	L000116	4593600	L000113
T000086	(O000361,O000360,O000358)	(D000104)	(C000112,C000111,C000110)	L000113	4683600	L000138
T000086	(O000361,O000360,O000359)	(D000104)	(C000112,C000111,C000110)	L000138	4705200	L000096
T000086	(O000361,O000360)	(D000104)	(C000112,C000111,C000110)	L000096	4816800	L000015
T000086	(O000362,O000363)	(D000104)	(C000112,C000111,C000110)	L000015	5443200	L000002
T000087	()	(D000105,D000106)	(C000113)	L000003	1170000	L000193
T000087	(O000364)	(D000105,D000106)	(C000113)	L000193	2545200	L000146
T000087	()	(D000105,D000106)	(C000113)	L000146	2746800	L000032
T000087	(O000365)	(D000105,D000106)	(C000113)	L000032	5310000	L000003
T000088	()	(D000107)	(C000115,C000114)	L000001	5220000	L000132
T000088	(O000366,O000367)	(D000107)	(C000115,C000114)	L000132	8060400	L000070
T000088	(O000367)	(D000107)	(C000115,C000114)	L000070	8107200	L000031
T000088	()	(D000107)	(C000115,C000114)	L000031	8960400	L000179
T000088	(O000368)	(D000107)	(C000115,C000114)	L000179	11642400	L000074
T000088	(O000370,O000369)	(D000107)	(C000115,C000114)	L000074	13622400	L000001
T000089	()	(D000108,D000109)	(C000116)	L000062	4770000	L000048
T000089	(O000371)	(D000108,D000109)	(C000116)	L000048	6285600	L000114
T000089	(O000372)	(D000108,D000109)	(C000116)	L000114	7369200	L000062
T000090	()	(D000110)	(C000118,C000117)	L000002	5040000	L000120
T000090	(O000374,O000373)	(D000110)	(C000118,C000117)	L000120	9165600	L000175
T000090	()	(D000110)	(C000118,C000117)	L000175	10965600	L000046
T000090	(O000375)	(D000110)	(C000118,C000117)	L000046	13237200	L000165
T000090	()	(D000110)	(C000118,C000117)	L000165	15717600	L000002
T000091	()	(D000111)	(C000119)	L000000	5400000	L000058
T000091	(O000376)	(D000111)	(C000119)	L000058	9039600	L000096
T000091	()	(D000111)	(C000119)	L000096	9878400	L000042
T000091	(O000377)	(D000111)	(C000119)	L000042	10422000	L000000
T000092	()	(D000112)	(C000120)	L000157	4680000	L000149
T000092	(O000378)	(D000112)	(C000120)	L000149	4838400	L000161
T000092	(O000379)	(D000112)	(C000120)	L000161	4964400	L000134
T000092	(O000380)	(D000112)	(C000120)	L000134	6861600	L000097
T000092	()	(D000112)	(C000120)	L000097	6894000	L000059
T000092	(O000381)	(D000112)	(C000120)	L000059	7470000	L000022
T000092	()	(D000112)	(C000120)	L000022	7599600	L000130
T000092	(O000382)	(D000112)	(C000120)	L000130	8132400	L000157
T000093	()	(D000113)	(C000121)	L000062	5850000	L000149
T000093	(O000383)	(D000113)	(C000121)	L000149	7542000	L000004
T000093	(O000384)	(D000113)	(C000121)	L000004	9792000	L000169
T000093	(O000385)	(D000113)	(C000121)	L000169	11901600	L000016
T000093	(O000386)	(D000113)	(C000121)	L000016	14083200	L000062
T000094	()	(D000114,D000115)	(C000122)	L000062	5130000	L000094
T000094	(O000387)	(D000114,D000115)	(C000122)	L000094	5691600	L000127
T000094	()	(D000114,D000115)	(C000122)	L000127	6181200	L000151
T000094	(O000388)	(D000114,D000115)	(C000122)	L000151	9478800	L000123
T000094	()	(D000114,D000115)	(C000122)	L000123	12844800	L000124
T000094	(O000389)	(D000114,D000115)	(C000122)	L000124	12981600	L000063
T000094	()	(D000114,D000115)	(C000122)	L000063	13129200	L000171
T000094	(O000390)	(D000114,D000115)	(C000122)	L000171	16117200	L000042
T000094	(O000391)	(D000114,D000115)	(C000122)	L000042	19735200	L000007
T000094	()	(D000114,D000115)	(C000122)	L000007	20170800	L000146
T000094	(O000392)	(D000114,D000115)	(C000122)	L000146	24296400	L000129
T000094	(O000393)	(D000114,D000115)	(C000122)	L000129	27486000	L000082
T000094	(O000394)	(D000114,D000115)	(C000122)	L000082	27892800	L000108
T000094	(O000395)	(D000114,D000115)	(C000122)	L000108	28148400	L000036
T000094	()	(D000114,D000115)	(C000122)	L000036	29401200	L000062
T000095	()	(D000116)	(C000123)	L000002	5130000	L000106
T000095	(O000396)	(D000116)	(C000123)	L000106	8985600	L000061
T000095	(O000397)	(D000116)	(C000123)	L000061	9338400	L000079
T000095	(O000398)	(D000116)	(C000123)	L000079	9860400	L000002
T000096	()	(D000117)	(C000124)	L000001	5310000	L000168
T000096	(O000399)	(D000117)	(C000124)	L000168	6278400	L000024
T000096	()	(D000117)	(C000124)	L000024	8236800	L000056
T000096	(O000400)	(D000117)	(C000124)	L000056	8524800	L000170
T000096	()	(D000117)	(C000124)	L000170	10695600	L000001
T000097	()	(D000118,D000119)	(C000125)	L000002	5400000	L000085
T000097	(O000401)	(D000118,D000119)	(C000125)	L000085	8827200	L000174
T000097	(O000402)	(D000118,D000119)	(C000125)	L000174	10400400	L000002
T000098	()	(D000120)	(C000126)	L000001	6120000	L000059
T000098	(O000403)	(D000120)	(C000126)	L000059	9262800	L000013
T000098	()	(D000120)	(C000126)	L000013	9594000	L000001
T000099	()	(D000121)	(C000127)	L000062	4860000	L000083
T000099	(O000404)	(D000121)	(C000127)	L000083	5144400	L000053
T000099	(O000405)	(D000121)	(C000127)	L000053	5716800	L000129
T000099	()	(D000121)	(C000127)	L000129	6505200	L000033
T000099	(O000406)	(D000121)	(C000127)	L000033	7300800	L000167
T000099	()	(D000121)	(C000127)	L000167	9489600	L000087
T000099	(O000407)	(D000121)	(C000127)	L000087	11102400	L000013
T000099	()	(D000121)	(C000127)	L000013	11494800	L000134
T000099	(O000408)	(D000121)	(C000127)	L000134	11811600	L000175
T000099	()	(D000121)	(C000127)	L000175	13514400	L000062
T000100	()	(D000122,D000123)	(C000128)	L000000	4950000	L000069
T000100	(O000409)	(D000122,D000123)	(C000128)	L000069	8589600	L000068
T000100	(O000410)	(D000122,D000123)	(C000128)	L000068	8604000	L000018
T000100	(O000411)	(D000122,D000123)	(C000128)	L000018	9316800	L000000
T000101	()	(D000124)	(C000130,C000129)	L000001	5580000	L000017
T000101	(O000412)	(D000124)	(C000130,C000129)	L000017	9730800	L000087
T000101	()	(D000124)	(C000130,C000129)	L000087	10407600	L000138
T000101	(O000413)	(D000124)	(C000130,C000129)	L000138	10706400	L000094
T000101	(O000414)	(D000124)	(C000130,C000129)	L000094	10825200	L000142
T000101	(O000415,O000416)	(D000124)	(C000130,C000129)	L000142	13316400	L000092
T000101	()	(D000124)	(C000130,C000129)	L000092	15714000	L000011
T000101	(O000417,O000418)	(D000124)	(C000130,C000129)	L000011	16020000	L000174
T000101	(O000418)	(D000124)	(C000130,C000129)	L000174	18727200	L000001
T000102	()	(D000125,D000126)	(C000132,C000131)	L000139	6480000	L000154
T000102	(O000420,O000419)	(D000125,D000126)	(C000132,C000131)	L000154	6645600	L000000
T000102	(O000422,O000421)	(D000125,D000126)	(C000132,C000131)	L000000	8535600	L000183
T000102	(O000422)	(D000125,D000126)	(C000132,C000131)	L000183	10436400	L000082
T000102	(O000424,O000423)	(D000125,D000126)	(C000132,C000131)	L000082	12384000	L000133
T000102	()	(D000125,D000126)	(C000132,C000131)	L000133	12430800	L000139
T000103	()	(D000127)	(C000133)	L000157	6480000	L000174
T000103	(O000425)	(D000127)	(C000133)	L000174	6724800	L000065
T000103	(O000426)	(D000127)	(C000133)	L000065	8524800	L000007
T000103	()	(D000127)	(C000133)	L000007	8960400	L000047
T000103	(O000427)	(D000127)	(C000133)	L000047	9025200	L000019
T000103	()	(D000127)	(C000133)	L000019	9360000	L000157
T000104	()	(D000128)	(C000135,C000134)	L000139	4140000	L000164
T000104	(O000429,O000428)	(D000128)	(C000135,C000134)	L000164	4665600	L000092
T000104	()	(D000128)	(C000135,C000134)	L000092	8078400	L000119
T000104	(O000430)	(D000128)	(C000135,C000134)	L000119	8269200	L000139
T000105	()	(D000129)	(C000136)	L000062	4500000	L000036
T000105	(O000431)	(D000129)	(C000136)	L000036	5464800	L000194
T000105	(O000432)	(D000129)	(C000136)	L000194	8226000	L000062
T000106	()	(D000130)	(C000137)	L000002	5670000	L000188
T000106	(O000433)	(D000130)	(C000137)	L000188	8143200	L000113
T000106	(O000434)	(D000130)	(C000137)	L000113	9990000	L000166
T000106	()	(D000130)	(C000137)	L000166	11948400	L000002
T000107	()	(D000131)	(C000138)	L000139	4050000	L000093
T000107	(O000435)	(D000131)	(C000138)	L000093	5630400	L000094
T000107	()	(D000131)	(C000138)	L000094	5853600	L000180
T000107	(O000436)	(D000131)	(C000138)	L000180	7552800	L000195
T000107	(O000437)	(D000131)	(C000138)	L000195	7693200	L000139
T000108	()	(D000132)	(C000139)	L000002	4050000	L000000
T000108	(O000438)	(D000132)	(C000139)	L000000	9990000	L000180
T000108	(O000439)	(D000132)	(C000139)	L000180	12762000	L000002
T000109	()	(D000133,D000134)	(C000140)	L000004	5220000	L000167
T000109	(O000440)	(D000133,D000134)	(C000140)	L000167	7351200	L000187
T000109	(O000441)	(D000133,D000134)	(C000140)	L000187	7563600	L000004
T000110	()	(D000135)	(C000141)	L000002	4320000	L000105
T000110	(O000442)	(D000135)	(C000141)	L000105	7765200	L000106
T000110	()	(D000135)	(C000141)	L000106	7952400	L000026
T000110	(O000443)	(D000135)	(C000141)	L000026	8348400	L000142
T000110	()	(D000135)	(C000141)	L000142	10396800	L000129
T000110	(O000444)	(D000135)	(C000141)	L000129	11941200	L000002
T000111	()	(D000136,D000137)	(C000143,C000142)	L000139	3960000	L000005
T000111	(O000446,O000445)	(D000136,D000137)	(C000143,C000142)	L000005	7092000	L000193
T000111	(O000446)	(D000136,D000137)	(C000143,C000142)	L000193	10299600	L000139
T000112	()	(D000138)	(C000144)	L000000	4230000	L000168
T000112	(O000447)	(D000138)	(C000144)	L000168	7318800	L000133
T000112	()	(D000138)	(C000144)	L000133	10515600	L000031
T000112	(O000448)	(D000138)	(C000144)	L000031	11613600	L000068
T000112	(O000449)	(D000138)	(C000144)	L000068	12783600	L000000
T000113	()	(D000139)	(C000145)	L000157	4500000	L000120
T000113	(O000450)	(D000139)	(C000145)	L000120	6451200	L000115
T000113	(O000451)	(D000139)	(C000145)	L000115	6483600	L000198
T000113	(O000452)	(D000139)	(C000145)	L000198	8478000	L000104
T000113	(O000453)	(D000139)	(C000145)	L000104	10537200	L000157
T000114	()	(D000140,D000141)	(C000146)	L000139	4770000	L000114
T000114	(O000454)	(D000140,D000141)	(C000146)	L000114	6573600	L000163
T000114	(O000455)	(D000140,D000141)	(C000146)	L000163	8514000	L000139
T000115	()	(D000142)	(C000147)	L000003	5040000	L000147
T000115	(O000456)	(D000142)	(C000147)	L000147	6541200	L000049
T000115	(O000457)	(D000142)	(C000147)	L000049	8881200	L000110
T000115	()	(D000142)	(C000147)	L000110	9432000	L000163
T000115	(O000458)	(D000142)	(C000147)	L000163	11286000	L000003
T000116	()	(D000143)	(C000148)	L000004	4500000	L000125
T000116	(O000459)	(D000143)	(C000148)	L000125	5137200	L000052
T000116	(O000460)	(D000143)	(C000148)	L000052	5713200	L000004
T000117	()	(D000144)	(C000149)	L000062	4860000	L000109
T000117	(O000461)	(D000144)	(C000149)	L000109	5122800	L000138
T000117	()	(D000144)	(C000149)	L000138	5169600	L000062
T000118	()	(D000145,D000146)	(C000150)	L000001	5040000	L000064
T000118	(O000462)	(D000145,D000146)	(C000150)	L000064	8254800	L000137
T000118	(O000463)	(D000145,D000146)	(C000150)	L000137	8269200	L000072
T000118	(O000464)	(D000145,D000146)	(C000150)	L000072	8298000	L000015
T000118	(O000465)	(D000145,D000146)	(C000150)	L000015	8931600	L000098
T000118	(O000466)	(D000145,D000146)	(C000150)	L000098	9392400	L000001
T000119	()	(D000147)	(C000152,C000151)	L000001	4950000	L000087
T000119	(O000469,O000467)	(D000147)	(C000152,C000151)	L000087	8982000	L000091
T000119	(O000469,O000468)	(D000147)	(C000152,C000151)	L000091	9187200	L000082
T000119	()	(D000147)	(C000152,C000151)	L000082	9396000	L000148
T000119	(O000470)	(D000147)	(C000152,C000151)	L000148	12171600	L000131
T000119	()	(D000147)	(C000152,C000151)	L000131	14947200	L000059
T000119	(O000472,O000471)	(D000147)	(C000152,C000151)	L000059	15764400	L000035
T000119	(O000472,O000473)	(D000147)	(C000152,C000151)	L000035	16232400	L000144
T000119	(O000473)	(D000147)	(C000152,C000151)	L000144	19465200	L000001
T000120	()	(D000148)	(C000153)	L000002	3780000	L000118
T000120	(O000474)	(D000148)	(C000153)	L000118	8377200	L000132
T000120	(O000475)	(D000148)	(C000153)	L000132	8463600	L000030
T000120	()	(D000148)	(C000153)	L000030	9244800	L000028
T000120	(O000476)	(D000148)	(C000153)	L000028	9410400	L000021
T000120	(O000477)	(D000148)	(C000153)	L000021	9543600	L000002
T000121	()	(D000149)	(C000154)	L000002	3690000	L000158
T000121	(O000478)	(D000149)	(C000154)	L000158	5893200	L000017
T000121	()	(D000149)	(C000154)	L000017	7945200	L000051
T000121	(O000479)	(D000149)	(C000154)	L000051	8186400	L000126
T000121	(O000480)	(D000149)	(C000154)	L000126	8546400	L000067
T000121	()	(D000149)	(C000154)	L000067	8834400	L000002
T000122	()	(D000150)	(C000156,C000155)	L000157	4860000	L000143
T000122	(O000481,O000483)	(D000150)	(C000156,C000155)	L000143	4939200	L000168
T000122	(O000483,O000482)	(D000150)	(C000156,C000155)	L000168	5054400	L000126
T000122	(O000484)	(D000150)	(C000156,C000155)	L000126	6966000	L000109
T000122	()	(D000150)	(C000156,C000155)	L000109	7030800	L000062
T000122	(O000485)	(D000150)	(C000156,C000155)	L000062	7322400	L000157
T000123	()	(D000151,D000152)	(C000157)	L000000	6660000	L000050
T000123	(O000486)	(D000151,D000152)	(C000157)	L000050	13078800	L000100
T000123	(O000487)	(D000151,D000152)	(C000157)	L000100	14097600	L000028
T000123	(O000488)	(D000151,D000152)	(C000157)	L000028	15242400	L000037
T000123	()	(D000151,D000152)	(C000157)	L000037	15678000	L000005
T000123	(O000489)	(D000151,D000152)	(C000157)	L000005	15868800	L000116
T000123	(O000490)	(D000151,D000152)	(C000157)	L000116	16588800	L000127
T000123	(O000491)	(D000151,D000152)	(C000157)	L000127	17096400	L000117
T000123	(O000492)	(D000151,D000152)	(C000157)	L000117	17449200	L000173
T000123	()	(D000151,D000152)	(C000157)	L000173	20743200	L000106
T000123	(O000493)	(D000151,D000152)	(C000157)	L000106	24130800	L000000
T000124	()	(D000153,D000154)	(C000158)	L000001	5580000	L000028
T000124	(O000494)	(D000153,D000154)	(C000158)	L000028	9111600	L000003
T000124	(O000495)	(D000153,D000154)	(C000158)	L000003	10202400	L000163
T000124	(O000496)	(D000153,D000154)	(C000158)	L000163	11757600	L000001
T000125	()	(D000155)	(C000159)	L000003	6210000	L000148
T000125	(O000497)	(D000155)	(C000159)	L000148	8348400	L000093
T000125	(O000498)	(D000155)	(C000159)	L000093	10994400	L000003
T000126	()	(D000156)	(C000160)	L000001	5040000	L000096
T000126	(O000499)	(D000156)	(C000160)	L000096	8614800	L000032
T000126	()	(D000156)	(C000160)	L000032	9496800	L000001
