%id	pickup_window_start	pickup_window_end	pickup_location	delivery_window_start	delivery_window_end	delivery_location
O000497	27900000	33300000	L000165	35100000	42300000	L000001
O000498	1800000	7200000	L000028	5400000	9900000	L000006
O000499	5400000	7200000	L000028	6300000	9000000	L000006
O000500	4500000	6300000	L000028	6300000	8100000	L000006
O000501	2700000	6300000	L000047	5400000	9900000	L000185
O000502	5400000	8100000	L000185	11700000	16200000	L000267
O000503	13500000	14400000	L000267	18000000	19800000	L000241
O000504	7200000	9900000	L000003	12600000	13500000	L000045
O000505	12600000	13500000	L000045	16200000	18900000	L000102
O000506	2700000	6300000	L000040	2700000	9000000	L000125
O000507	6300000	11700000	L000201	9000000	14400000	L000109
O000508	11700000	14400000	L000105	13500000	16200000	L000122
O000509	9900000	21600000	L000122	9900000	22500000	L000003
O000510	6300000	9000000	L000075	9900000	12600000	L000020
O000511	6300000	8100000	L000075	10800000	11700000	L000020
O000512	6300000	9900000	L000075	9900000	14400000	L000020
O000513	9900000	12600000	L000020	14400000	16200000	L000182
O000514	9900000	13500000	L000020	13500000	17100000	L000182
O000515	13500000	16200000	L000182	14400000	18000000	L000177
O000516	7200000	8100000	L000037	10800000	11700000	L000070
O000517	12600000	15300000	L000123	16200000	19800000	L000171
O000518	17100000	18000000	L000171	19800000	22500000	L000104
O000519	12600000	14400000	L000170	17100000	18000000	L000107
O000520	11700000	14400000	L000170	18000000	20700000	L000074
O000521	18900000	21600000	L000060	22500000	24300000	L000268
O000522	17100000	27900000	L000268	20700000	29700000	L000294
O000523	21600000	23400000	L000268	24300000	27000000	L000294
O000524	7200000	9900000	L000004	10800000	11700000	L000043
O000525	10800000	14400000	L000043	11700000	16200000	L000006
O000526	11700000	15300000	L000006	16200000	17100000	L000042
O000527	15300000	19800000	L000042	17100000	20700000	L000162
O000528	21600000	25200000	L000165	27000000	30600000	L000224
O000529	4500000	10800000	L000096	8100000	16200000	L000268
O000530	6300000	9000000	L000021	6300000	9900000	L000010
O000531	10800000	11700000	L000271	14400000	16200000	L000101
O000532	7200000	9900000	L000148	11700000	15300000	L000160
O000533	6300000	9000000	L000006	10800000	14400000	L000195
O000534	9000000	14400000	L000195	19800000	22500000	L000217
O000535	18900000	21600000	L000217	27900000	32400000	L000241
O000536	19800000	22500000	L000217	27900000	29700000	L000241
O000537	17100000	26100000	L000217	25200000	33300000	L000241
O000538	9900000	15300000	L000144	19800000	22500000	L000099
O000539	18000000	31500000	L000037	20700000	32400000	L000135
O000540	5400000	7200000	L000280	7200000	9900000	L000158
O000541	8100000	10800000	L000158	10800000	13500000	L000077
O000542	10800000	12600000	L000077	15300000	16200000	L000161
O000543	12600000	18900000	L000161	15300000	20700000	L000003
O000544	4500000	7200000	L000246	7200000	10800000	L000096
O000545	10800000	11700000	L000071	14400000	16200000	L000158
O000546	13500000	18900000	L000158	18900000	21600000	L000001
O000547	8100000	9000000	L000256	8100000	11700000	L000131
O000548	9000000	14400000	L000157	13500000	18900000	L000091
O000549	15300000	17100000	L000091	19800000	21600000	L000036
O000550	23400000	27000000	L000057	29700000	32400000	L000001
O000551	3600000	11700000	L000133	11700000	16200000	L000210
O000552	5400000	8100000	L000133	11700000	13500000	L000210
O000553	5400000	10800000	L000133	14400000	19800000	L000064
O000554	8100000	9900000	L000185	9900000	10800000	L000195
O000555	13500000	15300000	L000057	18900000	20700000	L000218
O000556	9900000	10800000	L000212	13500000	16200000	L000243
O000557	13500000	16200000	L000243	14400000	18900000	L000170
O000558	18900000	23400000	L000065	23400000	27000000	L000224
O000559	9000000	12600000	L000153	12600000	14400000	L000284
O000560	8100000	13500000	L000153	12600000	18000000	L000284
O000561	9000000	9900000	L000149	10800000	13500000	L000095
O000562	9000000	10800000	L000149	11700000	13500000	L000095
O000563	9000000	18900000	L000043	16200000	25200000	L000135
O000564	15300000	17100000	L000043	19800000	21600000	L000135
O000565	2700000	8100000	L000276	3600000	9900000	L000074
O000566	7200000	9900000	L000074	8100000	11700000	L000110
O000567	8100000	13500000	L000110	14400000	16200000	L000119
O000568	13500000	16200000	L000119	15300000	17100000	L000243
O000569	13500000	30600000	L000171	19800000	36900000	L000018
O000570	27000000	31500000	L000018	34200000	36900000	L000217
O000571	35100000	36000000	L000217	44100000	45000000	L000176
O000572	43200000	46800000	L000176	49500000	53100000	L000241
O000573	8100000	11700000	L000019	11700000	12600000	L000046
O000574	15300000	18000000	L000189	18000000	24300000	L000098
O000575	23400000	25200000	L000233	25200000	27900000	L000072
O000576	26100000	27900000	L000072	28800000	30600000	L000001
O000577	7200000	9900000	L000074	9900000	11700000	L000075
O000578	2700000	10800000	L000074	7200000	12600000	L000075
O000579	12600000	15300000	L000164	18000000	18900000	L000003
O000580	13500000	15300000	L000164	17100000	18900000	L000003
O000581	26100000	27900000	L000219	35100000	36900000	L000216
O000582	24300000	30600000	L000219	41400000	46800000	L000206
O000583	32400000	40500000	L000216	46800000	57600000	L000004
O000584	7200000	9900000	L000290	9900000	12600000	L000152
O000585	9900000	11700000	L000152	14400000	16200000	L000083
O000586	14400000	15300000	L000083	20700000	21600000	L000102
O000587	25200000	27900000	L000090	32400000	34200000	L000101
O000588	6300000	9000000	L000149	9900000	12600000	L000096
O000589	8100000	11700000	L000096	9900000	12600000	L000094
O000590	12600000	15300000	L000254	18000000	20700000	L000135
O000591	6300000	8100000	L000293	10800000	12600000	L000101
O000592	14400000	18900000	L000009	17100000	22500000	L000276
O000593	17100000	22500000	L000276	18900000	24300000	L000029
O000594	20700000	25200000	L000029	22500000	27000000	L000139
O000595	24300000	25200000	L000139	27000000	27900000	L000292
O000596	25200000	31500000	L000038	30600000	34200000	L000176
O000597	30600000	36000000	L000176	35100000	41400000	L000001
O000598	6300000	9000000	L000026	9000000	14400000	L000197
O000599	8100000	14400000	L000197	9900000	18000000	L000119
O000600	17100000	18900000	L000187	21600000	23400000	L000133
O000601	23400000	27000000	L000077	26100000	27900000	L000004
O000602	5400000	8100000	L000096	9000000	12600000	L000196
O000603	9900000	12600000	L000196	13500000	15300000	L000247
O000604	12600000	16200000	L000247	17100000	20700000	L000001
O000605	12600000	16200000	L000217	20700000	23400000	L000045
O000606	9000000	10800000	L000002	12600000	15300000	L000180
O000607	8100000	9900000	L000002	13500000	16200000	L000180
O000608	17100000	19800000	L000168	20700000	24300000	L000178
O000609	17100000	20700000	L000168	19800000	23400000	L000178
O000610	24300000	25200000	L000105	28800000	30600000	L000135
O000611	7200000	10800000	L000288	11700000	18900000	L000281
O000612	14400000	16200000	L000281	17100000	19800000	L000071
O000613	13500000	15300000	L000281	18000000	19800000	L000071
O000614	15300000	19800000	L000071	19800000	20700000	L000067
O000615	15300000	19800000	L000071	19800000	25200000	L000020
O000616	20700000	26100000	L000020	21600000	28800000	L000241
O000617	7200000	9900000	L000096	9000000	10800000	L000066
O000618	9900000	10800000	L000065	14400000	15300000	L000058
O000619	13500000	15300000	L000058	18000000	19800000	L000188
O000620	13500000	17100000	L000058	17100000	20700000	L000188
O000621	18000000	19800000	L000188	22500000	25200000	L000004
O000622	5400000	6300000	L000045	7200000	8100000	L000108
O000623	1800000	9000000	L000045	3600000	10800000	L000108
O000624	7200000	9900000	L000251	9000000	11700000	L000033
O000625	8100000	12600000	L000033	9900000	14400000	L000251
O000626	10800000	13500000	L000251	10800000	17100000	L000131
O000627	9900000	13500000	L000251	11700000	15300000	L000131
O000628	16200000	18000000	L000199	18900000	19800000	L000038
O000629	20700000	22500000	L000200	25200000	27900000	L000210
O000630	25200000	27900000	L000210	29700000	32400000	L000004
O000631	3600000	6300000	L000085	7200000	9900000	L000079
O000632	4500000	6300000	L000085	8100000	9900000	L000079
O000633	7200000	9900000	L000079	10800000	12600000	L000150
O000634	10800000	18900000	L000065	14400000	21600000	L000280
O000635	16200000	18000000	L000280	19800000	21600000	L000241
O000636	14400000	15300000	L000065	19800000	21600000	L000241
O000637	9900000	11700000	L000191	11700000	14400000	L000243
O000638	16200000	18900000	L000223	20700000	24300000	L000013
O000639	16200000	18000000	L000223	22500000	24300000	L000297
O000640	21600000	27900000	L000297	24300000	28800000	L000250
O000641	25200000	27900000	L000250	29700000	32400000	L000135
O000642	8100000	9900000	L000260	9900000	10800000	L000272
O000643	9900000	11700000	L000272	14400000	15300000	L000001
O000644	7200000	13500000	L000195	8100000	16200000	L000013
O000645	11700000	14400000	L000087	16200000	18900000	L000137
O000646	9900000	18900000	L000087	14400000	19800000	L000137
O000647	7200000	10800000	L000033	10800000	14400000	L000169
O000648	9900000	13500000	L000169	12600000	18000000	L000273
O000649	14400000	17100000	L000273	18000000	18900000	L000066
O000650	16200000	19800000	L000066	18900000	23400000	L000055
O000651	24300000	26100000	L000249	30600000	33300000	L000224
O000652	6300000	9000000	L000100	8100000	9900000	L000263
O000653	7200000	9900000	L000263	9000000	15300000	L000209
O000654	5400000	11700000	L000263	11700000	16200000	L000209
O000655	12600000	14400000	L000209	17100000	19800000	L000152
O000656	18900000	21600000	L000154	23400000	26100000	L000287
O000657	19800000	21600000	L000154	24300000	26100000	L000287
O000658	24300000	26100000	L000287	29700000	31500000	L000209
O000659	5400000	7200000	L000089	9000000	10800000	L000218
O000660	13500000	14400000	L000038	13500000	15300000	L000117
O000661	11700000	15300000	L000117	16200000	21600000	L000092
O000662	21600000	23400000	L000105	27000000	28800000	L000001
O000663	7200000	11700000	L000036	8100000	13500000	L000021
O000664	10800000	11700000	L000021	10800000	13500000	L000072
O000665	15300000	17100000	L000205	18000000	20700000	L000038
O000666	22500000	27900000	L000201	28800000	34200000	L000004
O000667	5400000	10800000	L000008	8100000	11700000	L000148
O000668	11700000	14400000	L000199	17100000	18900000	L000135
O000669	21600000	24300000	L000155	25200000	27000000	L000230
O000670	24300000	27000000	L000230	33300000	36000000	L000001
O000671	8100000	9000000	L000107	14400000	16200000	L000044
O000672	7200000	9000000	L000107	14400000	17100000	L000044
O000673	9900000	19800000	L000044	13500000	22500000	L000258
O000674	7200000	9900000	L000107	21600000	24300000	L000260
O000675	17100000	21600000	L000258	21600000	24300000	L000260
O000676	16200000	27900000	L000260	21600000	32400000	L000003
O000677	14400000	18900000	L000044	22500000	29700000	L000003
O000678	6300000	10800000	L000192	8100000	12600000	L000033
O000679	9000000	12600000	L000033	9900000	14400000	L000131
O000680	13500000	18000000	L000076	15300000	19800000	L000098
O000681	14400000	19800000	L000098	17100000	23400000	L000101
O000682	9000000	11700000	L000251	14400000	18000000	L000220
O000683	9900000	10800000	L000251	14400000	16200000	L000220
O000684	19800000	23400000	L000263	22500000	25200000	L000058
O000685	3600000	9900000	L000052	8100000	13500000	L000189
O000686	16200000	17100000	L000174	18900000	21600000	L000156
O000687	17100000	21600000	L000156	19800000	26100000	L000256
O000688	23400000	25200000	L000256	26100000	27000000	L000088
O000689	26100000	27000000	L000088	29700000	31500000	L000004
O000690	7200000	12600000	L000151	9000000	14400000	L000033
O000691	12600000	14400000	L000033	15300000	17100000	L000083
O000692	16200000	21600000	L000176	22500000	28800000	L000218
O000693	6300000	7200000	L000227	9000000	10800000	L000256
O000694	6300000	12600000	L000256	8100000	15300000	L000150
O000695	9900000	20700000	L000151	14400000	23400000	L000112
O000696	8100000	9900000	L000248	12600000	15300000	L000141
O000697	13500000	16200000	L000141	18900000	20700000	L000143
O000698	18900000	21600000	L000143	21600000	25200000	L000259
O000699	17100000	28800000	L000235	28800000	34200000	L000224
O000700	9000000	13500000	L000115	13500000	18000000	L000243
O000701	18000000	20700000	L000165	19800000	23400000	L000263
O000702	22500000	26100000	L000277	25200000	28800000	L000067
O000703	22500000	32400000	L000067	26100000	33300000	L000000
O000704	23400000	33300000	L000067	27900000	34200000	L000000
O000705	26100000	27900000	L000067	29700000	32400000	L000000
O000706	3600000	8100000	L000245	6300000	9900000	L000079
O000707	8100000	10800000	L000079	9900000	12600000	L000278
O000708	6300000	17100000	L000278	11700000	18900000	L000232
O000709	13500000	17100000	L000232	18900000	27000000	L000221
O000710	8100000	9000000	L000267	8100000	10800000	L000280
O000711	7200000	9000000	L000267	9000000	10800000	L000280
O000712	12600000	17100000	L000217	19800000	21600000	L000286
O000713	24300000	25200000	L000198	30600000	33300000	L000135
O000714	5400000	8100000	L000054	9000000	10800000	L000022
O000715	9000000	10800000	L000022	13500000	15300000	L000135
O000716	9000000	10800000	L000179	11700000	13500000	L000119
O000717	9000000	15300000	L000119	13500000	21600000	L000220
O000718	16200000	25200000	L000196	24300000	30600000	L000146
O000719	5400000	6300000	L000258	7200000	9000000	L000094
O000720	2700000	13500000	L000094	7200000	15300000	L000083
O000721	11700000	18000000	L000270	17100000	19800000	L000083
O000722	17100000	20700000	L000083	19800000	24300000	L000241
O000723	0	9000000	L000199	5400000	9900000	L000120
O000724	4500000	11700000	L000259	9000000	13500000	L000143
O000725	10800000	13500000	L000143	13500000	15300000	L000295
O000726	12600000	15300000	L000295	13500000	17100000	L000244
O000727	14400000	16200000	L000244	15300000	18000000	L000000
O000728	9900000	11700000	L000235	13500000	16200000	L000243
O000729	12600000	18900000	L000121	17100000	21600000	L000019
O000730	22500000	25200000	L000176	26100000	27900000	L000113
O000731	26100000	27900000	L000113	28800000	30600000	L000156
O000732	32400000	36900000	L000134	36900000	42300000	L000001
O000733	37800000	42300000	L000001	42300000	47700000	L000293
O000734	42300000	46800000	L000293	46800000	49500000	L000263
O000735	48600000	50400000	L000156	49500000	51300000	L000163
O000736	49500000	52200000	L000163	54900000	58500000	L000102
O000737	8100000	11700000	L000019	12600000	15300000	L000104
O000738	11700000	14400000	L000104	13500000	18000000	L000179
O000739	13500000	19800000	L000179	17100000	25200000	L000180
O000740	21600000	27000000	L000223	32400000	34200000	L000001
O000741	9000000	10800000	L000142	10800000	12600000	L000197
O000742	13500000	15300000	L000105	15300000	17100000	L000298
O000743	13500000	18900000	L000298	18000000	19800000	L000014
O000744	18900000	19800000	L000014	23400000	26100000	L000230
O000745	9900000	12600000	L000228	13500000	16200000	L000273
O000746	17100000	18000000	L000029	17100000	19800000	L000060
O000747	17100000	19800000	L000060	18000000	22500000	L000147
O000748	19800000	29700000	L000167	25200000	36900000	L000224
O000749	7200000	10800000	L000078	9900000	11700000	L000005
O000750	6300000	13500000	L000065	8100000	14400000	L000284
O000751	9900000	12600000	L000284	14400000	15300000	L000073
O000752	14400000	15300000	L000073	15300000	18000000	L000263
O000753	18000000	19800000	L000076	18900000	20700000	L000280
O000754	15300000	25200000	L000280	17100000	27900000	L000263
O000755	19800000	21600000	L000263	20700000	23400000	L000258
O000756	20700000	24300000	L000258	22500000	26100000	L000045
O000757	23400000	25200000	L000045	27900000	29700000	L000224
O000758	4500000	7200000	L000095	8100000	10800000	L000092
O000759	7200000	9000000	L000092	11700000	13500000	L000094
O000760	11700000	13500000	L000021	12600000	14400000	L000264
O000761	13500000	17100000	L000111	18900000	20700000	L000138
O000762	8100000	11700000	L000095	10800000	13500000	L000133
O000763	6300000	14400000	L000133	9900000	17100000	L000028
O000764	8100000	12600000	L000095	14400000	20700000	L000035
O000765	8100000	9900000	L000095	18000000	18900000	L000035
O000766	10800000	18000000	L000028	20700000	27000000	L000135
O000767	9000000	11700000	L000061	14400000	16200000	L000055
O000768	9900000	14400000	L000061	13500000	18900000	L000055
O000769	11700000	18000000	L000055	17100000	25200000	L000011
O000770	13500000	18900000	L000055	18000000	24300000	L000011
O000771	18900000	22500000	L000011	28800000	32400000	L000101
O000772	2700000	7200000	L000158	5400000	10800000	L000256
O000773	6300000	12600000	L000256	6300000	15300000	L000033
O000774	9900000	11700000	L000039	16200000	17100000	L000229
O000775	15300000	17100000	L000229	21600000	24300000	L000193
O000776	22500000	23400000	L000193	24300000	26100000	L000025
O000777	24300000	25200000	L000025	27900000	28800000	L000091
O000778	22500000	32400000	L000091	28800000	35100000	L000003
O000779	6300000	10800000	L000225	9900000	14400000	L000050
O000780	11700000	13500000	L000050	15300000	17100000	L000044
O000781	13500000	21600000	L000095	19800000	24300000	L000073
O000782	20700000	23400000	L000073	23400000	25200000	L000028
O000783	2700000	9000000	L000269	5400000	11700000	L000063
O000784	8100000	12600000	L000063	12600000	18900000	L000003
O000785	9000000	11700000	L000193	12600000	14400000	L000061
O000786	16200000	17100000	L000165	18900000	21600000	L000067
O000787	19800000	21600000	L000067	20700000	22500000	L000018
O000788	21600000	22500000	L000018	25200000	26100000	L000250
O000789	26100000	28800000	L000151	30600000	31500000	L000298
O000790	33300000	35100000	L000210	38700000	40500000	L000116
O000791	39600000	40500000	L000116	42300000	44100000	L000156
O000792	45900000	47700000	L000067	49500000	51300000	L000187
O000793	47700000	53100000	L000187	52200000	55800000	L000087
O000794	52200000	55800000	L000087	57600000	60300000	L000102
O000795	9000000	10800000	L000177	13500000	15300000	L000270
O000796	15300000	18000000	L000282	18900000	20700000	L000209
O000797	3600000	9000000	L000022	6300000	11700000	L000119
O000798	9000000	11700000	L000040	9900000	11700000	L000060
O000799	9900000	14400000	L000060	14400000	17100000	L000067
O000800	10800000	18900000	L000067	17100000	21600000	L000101
O000801	23400000	25200000	L000089	25200000	28800000	L000182
O000802	24300000	27900000	L000182	27000000	31500000	L000000
O000803	4500000	13500000	L000190	7200000	16200000	L000043
O000804	9000000	10800000	L000264	11700000	12600000	L000054
O000805	12600000	14400000	L000170	17100000	18000000	L000080
O000806	11700000	27000000	L000249	15300000	30600000	L000132
O000807	20700000	24300000	L000132	22500000	27000000	L000268
O000808	23400000	26100000	L000268	27900000	29700000	L000002
O000809	9900000	11700000	L000147	13500000	15300000	L000266
O000810	14400000	20700000	L000232	20700000	27000000	L000040
O000811	19800000	26100000	L000040	23400000	27900000	L000277
O000812	24300000	27000000	L000277	24300000	28800000	L000038
O000813	26100000	27000000	L000038	31500000	32400000	L000101
O000814	4500000	7200000	L000078	9900000	10800000	L000095
O000815	9900000	12600000	L000095	12600000	14400000	L000226
O000816	11700000	15300000	L000226	18000000	19800000	L000000
O000817	6300000	8100000	L000097	10800000	12600000	L000224
O000818	14400000	18900000	L000206	20700000	24300000	L000097
O000819	2700000	9900000	L000075	4500000	11700000	L000272
O000820	4500000	11700000	L000272	9000000	16200000	L000172
O000821	9900000	13500000	L000172	11700000	15300000	L000121
O000822	14400000	22500000	L000227	16200000	26100000	L000174
O000823	19800000	23400000	L000174	22500000	25200000	L000000
O000824	4500000	11700000	L000030	7200000	16200000	L000104
O000825	9000000	10800000	L000265	11700000	12600000	L000131
O000826	5400000	8100000	L000051	11700000	12600000	L000221
O000827	10800000	15300000	L000221	15300000	19800000	L000027
O000828	15300000	18900000	L000027	18000000	21600000	L000001
O000829	9000000	10800000	L000190	11700000	12600000	L000055
O000830	14400000	15300000	L000284	17100000	18900000	L000043
O000831	17100000	18900000	L000043	19800000	22500000	L000191
O000832	19800000	22500000	L000191	24300000	27000000	L000076
O000833	23400000	26100000	L000076	27900000	30600000	L000209
O000834	6300000	8100000	L000295	8100000	9900000	L000165
O000835	12600000	15300000	L000152	15300000	18900000	L000045
O000836	14400000	18900000	L000045	17100000	21600000	L000128
O000837	15300000	21600000	L000128	18000000	25200000	L000275
O000838	23400000	27000000	L000097	26100000	27900000	L000251
O000839	26100000	27900000	L000251	27900000	29700000	L000285
O000840	26100000	33300000	L000297	29700000	36000000	L000171
O000841	9900000	12600000	L000230	16200000	18000000	L000114
O000842	7200000	9900000	L000184	10800000	12600000	L000074
O000843	10800000	13500000	L000074	13500000	16200000	L000245
O000844	12600000	16200000	L000297	15300000	18000000	L000097
O000845	19800000	22500000	L000225	27000000	27900000	L000135
O000846	4500000	6300000	L000034	8100000	9900000	L000148
O000847	9000000	10800000	L000148	14400000	16200000	L000230
O000848	7200000	9900000	L000237	14400000	16200000	L000205
O000849	20700000	27900000	L000220	30600000	36000000	L000241
O000850	4500000	9900000	L000137	9000000	13500000	L000151
O000851	9900000	10800000	L000151	12600000	16200000	L000133
O000852	14400000	15300000	L000050	15300000	18900000	L000004
O000853	4500000	9900000	L000052	10800000	15300000	L000135
O000854	7200000	10800000	L000247	8100000	12600000	L000121
O000855	9000000	10800000	L000121	15300000	17100000	L000209
O000856	4500000	13500000	L000005	6300000	17100000	L000032
O000857	10800000	11700000	L000016	10800000	13500000	L000104
O000858	13500000	15300000	L000190	18000000	18900000	L000016
O000859	18000000	18900000	L000016	18000000	21600000	L000120
O000860	18000000	23400000	L000282	19800000	25200000	L000018
O000861	19800000	23400000	L000018	25200000	27900000	L000162
O000862	26100000	27900000	L000162	31500000	33300000	L000101
O000863	9000000	14400000	L000092	14400000	19800000	L000165
O000864	14400000	18000000	L000165	17100000	19800000	L000247
O000865	15300000	17100000	L000165	18900000	21600000	L000046
O000866	18000000	22500000	L000046	20700000	25200000	L000140
O000867	22500000	24300000	L000140	27000000	28800000	L000259
O000868	10800000	11700000	L000012	12600000	15300000	L000105
O000869	9000000	19800000	L000105	11700000	21600000	L000174
O000870	16200000	17100000	L000174	21600000	24300000	L000209
O000871	7200000	11700000	L000030	7200000	15300000	L000031
O000872	9000000	11700000	L000030	12600000	18900000	L000032
O000873	10800000	11700000	L000031	17100000	19800000	L000260
O000874	17100000	19800000	L000260	19800000	21600000	L000008
O000875	18000000	20700000	L000260	18900000	22500000	L000008
O000876	11700000	14400000	L000201	16200000	21600000	L000179
O000877	10800000	15300000	L000201	18000000	18900000	L000179
O000878	17100000	20700000	L000179	20700000	23400000	L000258
O000879	20700000	23400000	L000258	26100000	27000000	L000041
O000880	26100000	28800000	L000041	28800000	32400000	L000001
O000881	5400000	11700000	L000112	11700000	16200000	L000215
O000882	13500000	16200000	L000215	16200000	19800000	L000066
O000883	16200000	20700000	L000066	20700000	26100000	L000135
O000884	9900000	13500000	L000238	15300000	17100000	L000274
O000885	11700000	13500000	L000275	13500000	15300000	L000089
O000886	15300000	18900000	L000250	19800000	21600000	L000091
O000887	19800000	22500000	L000091	21600000	23400000	L000129
O000888	24300000	27000000	L000280	28800000	33300000	L000224
O000889	11700000	13500000	L000191	16200000	17100000	L000253
O000890	9000000	13500000	L000191	21600000	28800000	L000001
O000891	14400000	18900000	L000253	22500000	27000000	L000001
O000892	9900000	13500000	L000155	18000000	20700000	L000238
O000893	9900000	11700000	L000155	17100000	20700000	L000238
O000894	16200000	18900000	L000238	26100000	28800000	L000102
O000895	16200000	19800000	L000238	26100000	28800000	L000102
O000896	9000000	11700000	L000215	12600000	18900000	L000296
O000897	6300000	12600000	L000215	10800000	16200000	L000296
O000898	15300000	18900000	L000022	15300000	20700000	L000000
O000899	14400000	18900000	L000022	17100000	19800000	L000000
O000900	6300000	19800000	L000230	11700000	25200000	L000001
O000901	16200000	18900000	L000001	20700000	24300000	L000244
O000902	21600000	27000000	L000020	25200000	30600000	L000034
O000903	25200000	27900000	L000034	28800000	32400000	L000003
O000904	9000000	11700000	L000009	10800000	14400000	L000118
O000905	14400000	16200000	L000176	18000000	18900000	L000150
O000906	20700000	24300000	L000027	26100000	28800000	L000101
O000907	25200000	28800000	L000101	32400000	36900000	L000102
O000908	8100000	10800000	L000279	14400000	16200000	L000209
O000909	13500000	17100000	L000209	18900000	21600000	L000232
O000910	20700000	22500000	L000232	24300000	27000000	L000063
O000911	24300000	27000000	L000063	26100000	30600000	L000097
O000912	26100000	29700000	L000097	31500000	35100000	L000224
O000913	3600000	9000000	L000298	7200000	12600000	L000025
O000914	8100000	12600000	L000125	11700000	14400000	L000228
O000915	17100000	21600000	L000145	18900000	22500000	L000043
O000916	21600000	23400000	L000258	23400000	25200000	L000091
O000917	25200000	27000000	L000280	26100000	27900000	L000156
O000918	26100000	28800000	L000156	29700000	30600000	L000286
O000919	26100000	35100000	L000286	29700000	38700000	L000294
O000920	34200000	35100000	L000243	34200000	36000000	L000070
O000921	33300000	38700000	L000070	35100000	40500000	L000166
O000922	36900000	39600000	L000166	42300000	43200000	L000204
O000923	44100000	46800000	L000143	47700000	49500000	L000070
O000924	5400000	10800000	L000197	9000000	12600000	L000155
O000925	9000000	15300000	L000275	16200000	20700000	L000210
O000926	23400000	26100000	L000102	28800000	31500000	L000241
O000927	3600000	9000000	L000290	8100000	13500000	L000281
O000928	11700000	12600000	L000023	15300000	16200000	L000000
O000929	7200000	9000000	L000247	9900000	11700000	L000089
O000930	9000000	11700000	L000014	11700000	16200000	L000135
O000931	7200000	9900000	L000134	12600000	14400000	L000229
O000932	10800000	13500000	L000229	16200000	20700000	L000181
O000933	19800000	22500000	L000174	21600000	23400000	L000108
O000934	20700000	26100000	L000108	24300000	27000000	L000010
O000935	25200000	26100000	L000010	27000000	28800000	L000275
O000936	8100000	10800000	L000290	10800000	11700000	L000123
O000937	9000000	13500000	L000066	13500000	18000000	L000140
O000938	9900000	15300000	L000066	19800000	23400000	L000103
O000939	16200000	18000000	L000140	23400000	25200000	L000243
O000940	20700000	21600000	L000103	24300000	26100000	L000104
O000941	24300000	26100000	L000104	27900000	28800000	L000245
O000942	20700000	25200000	L000243	25200000	30600000	L000245
O000943	7200000	13500000	L000080	12600000	16200000	L000256
O000944	13500000	18000000	L000010	18900000	22500000	L000136
O000945	8100000	9900000	L000131	9900000	12600000	L000106
O000946	6300000	9900000	L000131	9000000	13500000	L000106
O000947	8100000	9900000	L000131	13500000	16200000	L000210
O000948	5400000	16200000	L000106	14400000	23400000	L000086
O000949	5400000	14400000	L000106	14400000	25200000	L000086
O000950	12600000	18900000	L000210	19800000	24300000	L000148
O000951	23400000	28800000	L000085	27000000	30600000	L000273
O000952	9000000	13500000	L000243	10800000	17100000	L000237
O000953	9000000	14400000	L000214	14400000	19800000	L000099
O000954	9000000	10800000	L000296	11700000	14400000	L000047
O000955	11700000	14400000	L000047	15300000	18900000	L000183
O000956	14400000	22500000	L000183	17100000	24300000	L000066
O000957	19800000	21600000	L000066	22500000	24300000	L000055
O000958	20700000	28800000	L000055	23400000	30600000	L000176
O000959	9000000	17100000	L000107	10800000	20700000	L000283
O000960	7200000	14400000	L000107	12600000	17100000	L000283
O000961	12600000	14400000	L000283	14400000	18000000	L000168
O000962	22500000	24300000	L000288	27900000	30600000	L000118
O000963	22500000	25200000	L000288	28800000	30600000	L000118
O000964	7200000	11700000	L000157	7200000	14400000	L000000
O000965	8100000	11700000	L000157	10800000	13500000	L000000
O000966	6300000	10800000	L000157	9000000	14400000	L000000
O000967	7200000	14400000	L000000	13500000	17100000	L000003
O000968	10800000	13500000	L000000	12600000	16200000	L000003
O000969	7200000	9900000	L000261	9000000	13500000	L000137
O000970	13500000	16200000	L000250	18000000	19800000	L000028
O000971	18000000	19800000	L000028	19800000	21600000	L000165
O000972	18900000	22500000	L000165	23400000	27000000	L000047
O000973	24300000	27000000	L000047	27900000	29700000	L000004
O000974	9000000	13500000	L000177	13500000	19800000	L000176
O000975	11700000	12600000	L000177	17100000	18000000	L000176
O000976	15300000	21600000	L000176	20700000	25200000	L000002
O000977	7200000	10800000	L000053	9900000	12600000	L000057
O000978	10800000	11700000	L000057	14400000	15300000	L000168
O000979	9000000	10800000	L000195	14400000	16200000	L000219
O000980	14400000	17100000	L000219	21600000	22500000	L000200
O000981	15300000	24300000	L000200	24300000	36900000	L000001
O000982	8100000	12600000	L000173	14400000	17100000	L000081
O000983	18900000	21600000	L000008	24300000	25200000	L000001
O000984	7200000	10800000	L000149	11700000	14400000	L000194
O000985	9000000	14400000	L000194	15300000	20700000	L000101
O000986	20700000	22500000	L000193	23400000	27000000	L000104
O000987	2700000	14400000	L000093	3600000	15300000	L000251
O000988	2700000	12600000	L000093	7200000	17100000	L000130
O000989	12600000	14400000	L000012	14400000	16200000	L000138
O000990	19800000	24300000	L000002	24300000	29700000	L000101
O000991	9000000	13500000	L000046	12600000	16200000	L000227
O000992	14400000	19800000	L000156	18000000	22500000	L000278
O000993	18000000	21600000	L000254	18900000	24300000	L000157
O000994	23400000	27000000	L000272	27000000	29700000	L000099
