%truck	orders	drivers	containers	from	start_time	to
T000080	(O000256)	(D000098)	(C000101)	L000176	17722800	L000004
T000080	(O000257)	(D000098)	(C000101)	L000004	20664000	L000183
T000080	(O000258)	(D000098)	(C000101)	L000183	24404400	L000135
T000081	()	(D000099)	(C000102)	L000241	720000	L000194
T000081	(O000259)	(D000099)	(C000102)	L000194	6714000	L000110
T000081	(O000260)	(D000099)	(C000102)	L000110	11480400	L000065
T000081	()	(D000099)	(C000102)	L000065	13788000	L000143
T000081	(O000261)	(D000099)	(C000102)	L000143	19094400	L000021
T000081	(O000262)	(D000099)	(C000102)	L000021	24926400	L000241
T000082	()	(D000100)	(C000103)	L000241	1170000	L000291
T000082	(O000263)	(D000100)	(C000103)	L000291	2538000	L000261
T000082	(O000264)	(D000100)	(C000103)	L000261	5731200	L000206
T000082	()	(D000100)	(C000103)	L000206	10929600	L000227
T000082	(O000265)	(D000100)	(C000103)	L000227	13305600	L000120
T000082	(O000266)	(D000100)	(C000103)	L000120	19274400	L000295
T000082	(O000267)	(D000100)	(C000103)	L000295	21495600	L000205
T000082	()	(D000100)	(C000103)	L000205	25527600	L000241
T000083	()	(D000101,D000102)	(C000104)	L000003	810000	L000118
T000083	(O000268)	(D000101,D000102)	(C000104)	L000118	5119200	L000054
T000083	(O000269)	(D000101,D000102)	(C000104)	L000054	8676000	L000003
T000084	()	(D000103)	(C000105)	L000004	1800000	L000266
T000084	(O000270)	(D000103)	(C000105)	L000266	3837600	L000156
T000084	(O000271)	(D000103)	(C000105)	L000156	6350400	L000298
T000084	(O000272)	(D000103)	(C000105)	L000298	8748000	L000004
T000085	()	(D000104)	(C000106)	L000101	540000	L000036
T000085	(O000273)	(D000104)	(C000106)	L000036	10098000	L000279
T000085	(O000274)	(D000104)	(C000106)	L000279	13647600	L000299
T000085	(O000275)	(D000104)	(C000106)	L000299	16171200	L000277
T000085	()	(D000104)	(C000106)	L000277	17236800	L000094
T000085	(O000276)	(D000104)	(C000106)	L000094	19605600	L000101
T000086	()	(D000105)	(C000107)	L000224	1530000	L000288
T000086	(O000277)	(D000105)	(C000107)	L000288	12056400	L000091
T000086	()	(D000105)	(C000107)	L000091	19839600	L000260
T000086	(O000278)	(D000105)	(C000107)	L000260	23421600	L000224
T000087	()	(D000106)	(C000108)	L000241	1350000	L000169
T000087	(O000279)	(D000106)	(C000108)	L000169	4258800	L000148
T000087	(O000280)	(D000106)	(C000108)	L000148	8409600	L000241
T000088	()	(D000107)	(C000109)	L000101	720000	L000203
T000088	(O000281)	(D000107)	(C000109)	L000203	5223600	L000264
T000088	(O000282)	(D000107)	(C000109)	L000264	8654400	L000176
T000088	()	(D000107)	(C000109)	L000176	11883600	L000101
T000089	()	(D000108)	(C000110)	L000224	1710000	L000240
T000089	(O000283)	(D000108)	(C000110)	L000240	7984800	L000167
T000089	(O000284)	(D000108)	(C000110)	L000167	12549600	L000026
T000089	()	(D000108)	(C000110)	L000026	15314400	L000042
T000089	(O000285)	(D000108)	(C000110)	L000042	18403200	L000224
T000090	()	(D000109,D000110)	(C000113,C000112,C000111)	L000000	5760000	L000104
T000090	(O000287,O000286)	(D000109,D000110)	(C000113,C000112,C000111)	L000104	7758000	L000221
T000090	()	(D000109,D000110)	(C000113,C000112,C000111)	L000221	12614400	L000116
T000090	(O000288,O000289)	(D000109,D000110)	(C000113,C000112,C000111)	L000116	17668800	L000108
T000090	(O000289)	(D000109,D000110)	(C000113,C000112,C000111)	L000108	19670400	L000054
T000090	(O000290,O000291)	(D000109,D000110)	(C000113,C000112,C000111)	L000054	22298400	L000212
T000090	(O000292)	(D000109,D000110)	(C000113,C000112,C000111)	L000212	28036800	L000168
T000090	(O000293,O000294)	(D000109,D000110)	(C000113,C000112,C000111)	L000168	33681600	L000236
T000090	(O000297,O000295,O000296)	(D000109,D000110)	(C000113,C000112,C000111)	L000236	38368800	L000275
T000090	()	(D000109,D000110)	(C000113,C000112,C000111)	L000275	43214400	L000000
T000091	()	(D000111,D000112)	(C000115,C000114)	L000000	5850000	L000082
T000091	(O000298)	(D000111,D000112)	(C000115,C000114)	L000082	10828800	L000169
T000091	(O000300,O000299)	(D000111,D000112)	(C000115,C000114)	L000169	15454800	L000149
T000091	(O000302,O000301)	(D000111,D000112)	(C000115,C000114)	L000149	16282800	L000216
T000091	()	(D000111,D000112)	(C000115,C000114)	L000216	25232400	L000046
T000091	(O000304,O000303)	(D000111,D000112)	(C000115,C000114)	L000046	32882400	L000000
T000092	()	(D000113)	(C000116)	L000101	5940000	L000131
T000092	(O000305)	(D000113)	(C000116)	L000131	12315600	L000173
T000092	(O000306)	(D000113)	(C000116)	L000173	16354800	L000101
T000093	()	(D000114,D000115)	(C000117)	L000002	4860000	L000198
T000093	(O000307)	(D000114,D000115)	(C000117)	L000198	10612800	L000226
T000093	()	(D000114,D000115)	(C000117)	L000226	13323600	L000028
T000093	(O000308)	(D000114,D000115)	(C000117)	L000028	17812800	L000201
T000093	(O000309)	(D000114,D000115)	(C000117)	L000201	20538000	L000015
T000093	()	(D000114,D000115)	(C000117)	L000015	24163200	L000076
T000093	(O000310)	(D000114,D000115)	(C000117)	L000076	27666000	L000195
T000093	()	(D000114,D000115)	(C000117)	L000195	31287600	L000002
T000094	()	(D000116)	(C000118)	L000101	3240000	L000268
T000094	(O000311)	(D000116)	(C000118)	L000268	6584400	L000048
T000094	()	(D000116)	(C000118)	L000048	7988400	L000101
T000095	()	(D000117)	(C000120,C000119)	L000135	3780000	L000205
T000095	(O000313,O000312)	(D000117)	(C000120,C000119)	L000205	8337600	L000140
T000095	(O000313,O000314)	(D000117)	(C000120,C000119)	L000140	11721600	L000135
T000096	()	(D000118)	(C000121)	L000102	4230000	L000144
T000096	(O000315)	(D000118)	(C000121)	L000144	13791600	L000212
T000096	()	(D000118)	(C000121)	L000212	23922000	L000102
T000097	()	(D000119,D000120)	(C000122)	L000003	2790000	L000023
T000097	(O000316)	(D000119,D000120)	(C000122)	L000023	5335200	L000203
T000097	(O000317)	(D000119,D000120)	(C000122)	L000203	9118800	L000232
T000097	(O000318)	(D000119,D000120)	(C000122)	L000232	13874400	L000003
T000098	()	(D000121)	(C000123)	L000101	3690000	L000201
T000098	(O000319)	(D000121)	(C000123)	L000201	8841600	L000275
T000098	(O000320)	(D000121)	(C000123)	L000275	12823200	L000060
T000098	()	(D000121)	(C000123)	L000060	14954400	L000172
T000098	(O000321)	(D000121)	(C000123)	L000172	18921600	L000101
T000099	()	(D000122)	(C000124)	L000101	3960000	L000073
T000099	(O000322)	(D000122)	(C000124)	L000073	9417600	L000033
T000099	()	(D000122)	(C000124)	L000033	13413600	L000022
T000099	(O000323)	(D000122)	(C000124)	L000022	17366400	L000108
T000099	()	(D000122)	(C000124)	L000108	19483200	L000099
T000099	(O000324)	(D000122)	(C000124)	L000099	21906000	L000101
T000100	()	(D000123)	(C000125)	L000209	4950000	L000103
T000100	(O000325)	(D000123)	(C000125)	L000103	12996000	L000291
T000100	()	(D000123)	(C000125)	L000291	17874000	L000000
T000100	(O000326)	(D000123)	(C000125)	L000000	21906000	L000297
T000100	(O000327)	(D000123)	(C000125)	L000297	24084000	L000209
T000101	()	(D000124)	(C000126)	L000004	4680000	L000059
T000101	(O000328)	(D000124)	(C000126)	L000059	8787600	L000048
T000101	()	(D000124)	(C000126)	L000048	12567600	L000076
T000101	(O000329)	(D000124)	(C000126)	L000076	15246000	L000004
T000102	()	(D000125)	(C000128,C000127)	L000135	5760000	L000221
T000102	(O000331,O000330)	(D000125)	(C000128,C000127)	L000221	12996000	L000048
T000102	(O000332,O000333)	(D000125)	(C000128,C000127)	L000048	17665200	L000192
T000102	(O000334)	(D000125)	(C000128,C000127)	L000192	21283200	L000142
T000102	()	(D000125)	(C000128,C000127)	L000142	22442400	L000112
T000102	(O000336,O000335)	(D000125)	(C000128,C000127)	L000112	26474400	L000135
T000103	()	(D000126,D000127)	(C000129)	L000135	5400000	L000055
T000103	(O000337)	(D000126,D000127)	(C000129)	L000055	10407600	L000149
T000103	(O000338)	(D000126,D000127)	(C000129)	L000149	13896000	L000101
T000103	()	(D000126,D000127)	(C000129)	L000101	19206000	L000135
T000104	()	(D000128)	(C000132,C000131,C000130)	L000241	5670000	L000028
T000104	(O000339)	(D000128)	(C000132,C000131,C000130)	L000028	9385200	L000134
T000104	(O000342,O000340,O000341)	(D000128)	(C000132,C000131,C000130)	L000134	11887200	L000196
T000104	(O000342)	(D000128)	(C000132,C000131,C000130)	L000196	14954400	L000064
T000104	()	(D000128)	(C000132,C000131,C000130)	L000064	18100800	L000034
T000104	(O000343)	(D000128)	(C000132,C000131,C000130)	L000034	21286800	L000250
T000104	()	(D000128)	(C000132,C000131,C000130)	L000250	23187600	L000239
T000104	(O000344,O000345)	(D000128)	(C000132,C000131,C000130)	L000239	28018800	L000241
T000105	()	(D000129,D000130)	(C000133)	L000209	5670000	L000060
T000105	(O000346)	(D000129,D000130)	(C000133)	L000060	14914800	L000040
T000105	()	(D000129,D000130)	(C000133)	L000040	15508800	L000209
T000106	()	(D000131)	(C000134)	L000000	5400000	L000106
T000106	(O000347)	(D000131)	(C000134)	L000106	7045200	L000134
T000106	()	(D000131)	(C000134)	L000134	9198000	L000168
T000106	(O000348)	(D000131)	(C000134)	L000168	12297600	L000253
T000106	(O000349)	(D000131)	(C000134)	L000253	14418000	L000127
T000106	(O000350)	(D000131)	(C000134)	L000127	15530400	L000000
T000107	()	(D000132)	(C000135)	L000101	5760000	L000189
T000107	(O000351)	(D000132)	(C000135)	L000189	12646800	L000142
T000107	(O000352)	(D000132)	(C000135)	L000142	15519600	L000101
T000108	()	(D000133,D000134)	(C000136)	L000241	5760000	L000276
T000108	(O000353)	(D000133,D000134)	(C000136)	L000276	7884000	L000076
T000108	(O000354)	(D000133,D000134)	(C000136)	L000076	13809600	L000207
T000108	()	(D000133,D000134)	(C000136)	L000207	20390400	L000048
T000108	(O000355)	(D000133,D000134)	(C000136)	L000048	26460000	L000139
T000108	(O000356)	(D000133,D000134)	(C000136)	L000139	32976000	L000189
T000108	(O000357)	(D000133,D000134)	(C000136)	L000189	36864000	L000241
T000109	()	(D000135,D000136)	(C000137)	L000135	7650000	L000031
T000109	(O000358)	(D000135,D000136)	(C000137)	L000031	11361600	L000195
T000109	(O000359)	(D000135,D000136)	(C000137)	L000195	13622400	L000135
T000110	()	(D000137)	(C000138)	L000135	6840000	L000176
T000110	(O000360)	(D000137)	(C000138)	L000176	11185200	L000048
T000110	()	(D000137)	(C000138)	L000048	13356000	L000019
T000110	(O000361)	(D000137)	(C000138)	L000019	15397200	L000169
T000110	(O000362)	(D000137)	(C000138)	L000169	18763200	L000253
T000110	(O000363)	(D000137)	(C000138)	L000253	21135600	L000249
T000110	()	(D000137)	(C000138)	L000249	23032800	L000135
T000111	()	(D000138)	(C000139)	L000241	7560000	L000072
T000111	(O000364)	(D000138)	(C000139)	L000072	8589600	L000290
T000111	()	(D000138)	(C000139)	L000290	10454400	L000265
T000111	(O000365)	(D000138)	(C000139)	L000265	13604400	L000241
T000112	()	(D000139)	(C000140)	L000241	7110000	L000089
T000112	(O000366)	(D000139)	(C000140)	L000089	8881200	L000185
T000112	(O000367)	(D000139)	(C000140)	L000185	11552400	L000081
T000112	(O000368)	(D000139)	(C000140)	L000081	16722000	L000234
T000112	()	(D000139)	(C000140)	L000234	21344400	L000180
T000112	(O000369)	(D000139)	(C000140)	L000180	26136000	L000235
T000112	()	(D000139)	(C000140)	L000235	30762000	L000241
T000113	()	(D000140)	(C000141)	L000101	6660000	L000188
T000113	(O000370)	(D000140)	(C000141)	L000188	10814400	L000065
T000113	()	(D000140)	(C000141)	L000065	13989600	L000101
T000114	()	(D000141)	(C000142)	L000241	6840000	L000236
T000114	(O000371)	(D000141)	(C000142)	L000236	14245200	L000085
T000114	()	(D000141)	(C000142)	L000085	21290400	L000241
T000115	()	(D000142,D000143)	(C000143)	L000004	6300000	L000163
T000115	(O000372)	(D000142,D000143)	(C000143)	L000163	10422000	L000219
T000115	()	(D000142,D000143)	(C000143)	L000219	16725600	L000226
T000115	(O000373)	(D000142,D000143)	(C000143)	L000226	23976000	L000187
T000115	()	(D000142,D000143)	(C000143)	L000187	24976800	L000004
T000116	()	(D000144)	(C000144)	L000101	3150000	L000149
T000116	(O000374)	(D000144)	(C000144)	L000149	8499600	L000188
T000116	(O000375)	(D000144)	(C000144)	L000188	12445200	L000114
T000116	(O000376)	(D000144)	(C000144)	L000114	16315200	L000063
T000116	()	(D000144)	(C000144)	L000063	19569600	L000189
T000116	(O000377)	(D000144)	(C000144)	L000189	23760000	L000101
T000117	()	(D000145)	(C000145)	L000001	3780000	L000079
T000117	(O000378)	(D000145)	(C000145)	L000079	9252000	L000020
T000117	()	(D000145)	(C000145)	L000020	11728800	L000165
T000117	(O000379)	(D000145)	(C000145)	L000165	14760000	L000246
T000117	(O000380)	(D000145)	(C000145)	L000246	16743600	L000050
T000117	()	(D000145)	(C000145)	L000050	18399600	L000034
T000117	(O000381)	(D000145)	(C000145)	L000034	18507600	L000082
T000117	()	(D000145)	(C000145)	L000082	18853200	L000001
T000118	()	(D000146)	(C000148,C000147,C000146)	L000002	4050000	L000110
T000118	(O000382)	(D000146)	(C000148,C000147,C000146)	L000110	10944000	L000094
T000118	(O000385,O000383,O000384)	(D000146)	(C000148,C000147,C000146)	L000094	13140000	L000002
T000119	()	(D000147)	(C000149)	L000101	2610000	L000242
T000119	(O000386)	(D000147)	(C000149)	L000242	6616800	L000240
T000119	(O000387)	(D000147)	(C000149)	L000240	10656000	L000158
T000119	()	(D000147)	(C000149)	L000158	16142400	L000101
T000120	()	(D000148)	(C000151,C000150)	L000004	2880000	L000138
T000120	(O000388,O000389)	(D000148)	(C000151,C000150)	L000138	6670800	L000264
T000120	(O000390)	(D000148)	(C000151,C000150)	L000264	8794800	L000282
T000120	(O000391,O000392)	(D000148)	(C000151,C000150)	L000282	10972800	L000117
T000120	(O000392,O000393)	(D000148)	(C000151,C000150)	L000117	14522400	L000244
T000120	(O000394)	(D000148)	(C000151,C000150)	L000244	18082800	L000004
T000121	()	(D000149)	(C000153,C000152)	L000000	3420000	L000035
T000121	(O000395)	(D000149)	(C000153,C000152)	L000035	8049600	L000245
T000121	()	(D000149)	(C000153,C000152)	L000245	11959200	L000054
T000121	(O000396,O000397)	(D000149)	(C000153,C000152)	L000054	15847200	L000199
T000121	(O000397)	(D000149)	(C000153,C000152)	L000199	21960000	L000000
T000122	()	(D000150)	(C000154)	L000209	4050000	L000129
T000122	(O000398)	(D000150)	(C000154)	L000129	7995600	L000083
T000122	(O000399)	(D000150)	(C000154)	L000083	9900000	L000209
T000123	()	(D000151)	(C000156,C000155)	L000224	3690000	L000185
T000123	(O000400)	(D000151)	(C000156,C000155)	L000185	9990000	L000032
T000123	(O000401)	(D000151)	(C000156,C000155)	L000032	14205600	L000069
T000123	()	(D000151)	(C000156,C000155)	L000069	17470800	L000221
T000123	(O000403,O000402)	(D000151)	(C000156,C000155)	L000221	22708800	L000131
T000123	(O000403)	(D000151)	(C000156,C000155)	L000131	27154800	L000224
T000124	()	(D000152)	(C000157)	L000209	4320000	L000201
T000124	(O000404)	(D000152)	(C000157)	L000201	8902800	L000191
T000124	()	(D000152)	(C000157)	L000191	12394800	L000209
T000125	()	(D000153,D000154)	(C000159,C000158)	L000102	4140000	L000145
T000125	(O000406,O000405)	(D000153,D000154)	(C000159,C000158)	L000145	13456800	L000245
T000125	()	(D000153,D000154)	(C000159,C000158)	L000245	18064800	L000087
T000125	(O000408,O000407)	(D000153,D000154)	(C000159,C000158)	L000087	20926800	L000236
T000125	(O000408)	(D000153,D000154)	(C000159,C000158)	L000236	27910800	L000110
T000125	()	(D000153,D000154)	(C000159,C000158)	L000110	35114400	L000068
T000125	(O000409)	(D000153,D000154)	(C000159,C000158)	L000068	39679200	L000152
T000125	()	(D000153,D000154)	(C000159,C000158)	L000152	44866800	L000102
T000126	()	(D000155,D000156)	(C000160)	L000000	2340000	L000034
T000126	(O000410)	(D000155,D000156)	(C000160)	L000034	4759200	L000193
T000126	()	(D000155,D000156)	(C000160)	L000193	6818400	L000115
T000126	(O000411)	(D000155,D000156)	(C000160)	L000115	9338400	L000194
T000126	()	(D000155,D000156)	(C000160)	L000194	13298400	L000000
T000127	()	(D000157)	(C000162,C000161)	L000101	4410000	L000237
T000127	(O000412)	(D000157)	(C000162,C000161)	L000237	12682800	L000115
T000127	(O000413,O000414)	(D000157)	(C000162,C000161)	L000115	18352800	L000043
T000127	()	(D000157)	(C000162,C000161)	L000043	23295600	L000246
T000127	(O000415)	(D000157)	(C000162,C000161)	L000246	25239600	L000103
T000127	()	(D000157)	(C000162,C000161)	L000103	27007200	L000101
T000128	()	(D000158)	(C000163)	L000002	2610000	L000057
T000128	(O000416)	(D000158)	(C000163)	L000057	10306800	L000263
T000128	()	(D000158)	(C000163)	L000263	12920400	L000002
T000129	()	(D000159)	(C000165,C000164)	L000135	2970000	L000178
T000129	(O000418,O000417)	(D000159)	(C000165,C000164)	L000178	12204000	L000072
T000129	(O000418,O000419)	(D000159)	(C000165,C000164)	L000072	18795600	L000153
T000129	(O000419,O000420)	(D000159)	(C000165,C000164)	L000153	22741200	L000135
T000130	()	(D000160)	(C000167,C000166)	L000000	1350000	L000132
T000130	(O000422,O000421)	(D000160)	(C000167,C000166)	L000132	3081600	L000226
T000130	(O000422)	(D000160)	(C000167,C000166)	L000226	6015600	L000060
T000130	(O000424,O000423)	(D000160)	(C000167,C000166)	L000060	8524800	L000263
T000130	(O000425)	(D000160)	(C000167,C000166)	L000263	10350000	L000049
T000130	()	(D000160)	(C000167,C000166)	L000049	11682000	L000241
T000130	(O000426)	(D000160)	(C000167,C000166)	L000241	14817600	L000000
T000131	()	(D000161)	(C000168)	L000209	2250000	L000035
T000131	(O000427)	(D000161)	(C000168)	L000035	7912800	L000193
T000131	()	(D000161)	(C000168)	L000193	10130400	L000293
T000131	(O000428)	(D000161)	(C000168)	L000293	12294000	L000271
T000131	(O000429)	(D000161)	(C000168)	L000271	12794400	L000175
T000131	(O000430)	(D000161)	(C000168)	L000175	14835600	L000209
T000132	()	(D000162)	(C000169)	L000001	1980000	L000205
T000132	(O000431)	(D000162)	(C000169)	L000205	6393600	L000299
T000132	(O000432)	(D000162)	(C000169)	L000299	8542800	L000281
T000132	(O000433)	(D000162)	(C000169)	L000281	10522800	L000160
T000132	(O000434)	(D000162)	(C000169)	L000160	13186800	L000001
T000133	()	(D000163)	(C000172,C000171,C000170)	L000001	2250000	L000047
T000133	(O000437,O000435,O000436)	(D000163)	(C000172,C000171,C000170)	L000047	5929200	L000198
T000133	(O000437,O000436)	(D000163)	(C000172,C000171,C000170)	L000198	10684800	L000103
T000133	()	(D000163)	(C000172,C000171,C000170)	L000103	16016400	L000261
T000133	(O000438)	(D000163)	(C000172,C000171,C000170)	L000261	19245600	L000001
T000134	()	(D000164)	(C000173)	L000241	2430000	L000118
T000134	(O000439)	(D000164)	(C000173)	L000118	5990400	L000285
T000134	(O000440)	(D000164)	(C000173)	L000285	7365600	L000241
T000135	()	(D000165)	(C000176,C000175,C000174)	L000004	1980000	L000263
T000135	(O000441,O000443,O000442)	(D000165)	(C000176,C000175,C000174)	L000263	4629600	L000071
T000135	(O000444)	(D000165)	(C000176,C000175,C000174)	L000071	7257600	L000063
T000135	(O000445)	(D000165)	(C000176,C000175,C000174)	L000063	11480400	L000271
T000135	(O000446)	(D000165)	(C000176,C000175,C000174)	L000271	16063200	L000251
T000135	()	(D000165)	(C000176,C000175,C000174)	L000251	19432800	L000149
T000135	(O000447)	(D000165)	(C000176,C000175,C000174)	L000149	23781600	L000004
T000136	()	(D000166)	(C000177)	L000209	2160000	L000074
T000136	(O000448)	(D000166)	(C000177)	L000074	7693200	L000064
T000136	(O000449)	(D000166)	(C000177)	L000064	10864800	L000062
T000136	()	(D000166)	(C000177)	L000062	14346000	L000064
T000136	(O000450)	(D000166)	(C000177)	L000064	17830800	L000145
T000136	()	(D000166)	(C000177)	L000145	21549600	L000294
T000136	(O000451)	(D000166)	(C000177)	L000294	25106400	L000209
T000137	()	(D000167)	(C000178)	L000003	3060000	L000189
T000137	(O000452)	(D000167)	(C000178)	L000189	6609600	L000119
T000137	(O000453)	(D000167)	(C000178)	L000119	11059200	L000003
T000138	()	(D000168)	(C000180,C000179)	L000001	2070000	L000023
T000138	(O000454)	(D000168)	(C000180,C000179)	L000023	6606000	L000232
T000138	(O000455)	(D000168)	(C000180,C000179)	L000232	14925600	L000094
T000138	(O000456,O000457)	(D000168)	(C000180,C000179)	L000094	23342400	L000001
T000139	()	(D000169)	(C000181)	L000209	1080000	L000004
T000139	(O000458)	(D000169)	(C000181)	L000004	5608800	L000102
T000139	(O000459)	(D000169)	(C000181)	L000102	10000800	L000209
T000140	()	(D000170,D000171)	(C000182)	L000004	2970000	L000037
T000140	(O000460)	(D000170,D000171)	(C000182)	L000037	7567200	L000237
T000140	()	(D000170,D000171)	(C000182)	L000237	13723200	L000034
T000140	(O000461)	(D000170,D000171)	(C000182)	L000034	19605600	L000134
T000140	()	(D000170,D000171)	(C000182)	L000134	21564000	L000004
T000141	()	(D000172)	(C000183)	L000001	2340000	L000281
T000141	(O000462)	(D000172)	(C000183)	L000281	10263600	L000089
T000141	()	(D000172)	(C000183)	L000089	14144400	L000001
T000142	()	(D000173)	(C000184)	L000101	1980000	L000175
T000142	(O000463)	(D000173)	(C000184)	L000175	8409600	L000067
T000142	()	(D000173)	(C000184)	L000067	12625200	L000055
T000142	(O000464)	(D000173)	(C000184)	L000055	15436800	L000069
T000142	()	(D000173)	(C000184)	L000069	19342800	L000089
T000142	(O000465)	(D000173)	(C000184)	L000089	19810800	L000247
T000142	()	(D000173)	(C000184)	L000247	22485600	L000251
T000142	(O000466)	(D000173)	(C000184)	L000251	23371200	L000056
T000142	()	(D000173)	(C000184)	L000056	25164000	L000101
T000143	()	(D000174,D000175)	(C000187,C000186,C000185)	L000241	2790000	L000213
T000143	(O000467,O000468,O000469)	(D000174,D000175)	(C000187,C000186,C000185)	L000213	8251200	L000005
T000143	(O000468,O000469,O000472)	(D000174,D000175)	(C000187,C000186,C000185)	L000005	12578400	L000156
T000143	(O000469,O000472)	(D000174,D000175)	(C000187,C000186,C000185)	L000156	15717600	L000217
T000143	(O000472,O000471,O000470)	(D000174,D000175)	(C000187,C000186,C000185)	L000217	20923200	L000186
T000143	(O000472,O000471)	(D000174,D000175)	(C000187,C000186,C000185)	L000186	26395200	L000240
T000143	(O000473)	(D000174,D000175)	(C000187,C000186,C000185)	L000240	31629600	L000290
T000143	(O000474,O000475)	(D000174,D000175)	(C000187,C000186,C000185)	L000290	34750800	L000280
T000143	(O000475,O000476)	(D000174,D000175)	(C000187,C000186,C000185)	L000280	35265600	L000158
T000143	()	(D000174,D000175)	(C000187,C000186,C000185)	L000158	38145600	L000241
T000144	()	(D000176)	(C000188)	L000224	900000	L000004
T000144	(O000477)	(D000176)	(C000188)	L000004	8125200	L000214
T000144	(O000478)	(D000176)	(C000188)	L000214	15836400	L000224
T000145	()	(D000177)	(C000190,C000189)	L000004	2880000	L000084
T000145	(O000481,O000479)	(D000177)	(C000190,C000189)	L000084	5770800	L000048
T000145	(O000481,O000480)	(D000177)	(C000190,C000189)	L000048	8391600	L000280
T000145	(O000481)	(D000177)	(C000190,C000189)	L000280	9723600	L000279
T000145	(O000482)	(D000177)	(C000190,C000189)	L000279	11476800	L000004
T000146	()	(D000178,D000179)	(C000191)	L000209	2250000	L000082
T000146	(O000483)	(D000178,D000179)	(C000191)	L000082	10638000	L000175
T000146	()	(D000178,D000179)	(C000191)	L000175	15609600	L000071
T000146	(O000484)	(D000178,D000179)	(C000191)	L000071	21240000	L000227
T000146	(O000485)	(D000178,D000179)	(C000191)	L000227	27568800	L000209
T000147	()	(D000180,D000181)	(C000192)	L000001	990000	L000020
T000147	(O000486)	(D000180,D000181)	(C000192)	L000020	6926400	L000195
T000147	()	(D000180,D000181)	(C000192)	L000195	10526400	L000115
T000147	(O000487)	(D000180,D000181)	(C000192)	L000115	13165200	L000001
T000148	()	(D000182)	(C000194,C000193)	L000001	3060000	L000205
T000148	(O000489,O000488)	(D000182)	(C000194,C000193)	L000205	9129600	L000163
T000148	()	(D000182)	(C000194,C000193)	L000163	11498400	L000198
T000148	(O000490,O000491)	(D000182)	(C000194,C000193)	L000198	11851200	L000257
T000148	(O000491)	(D000182)	(C000194,C000193)	L000257	14950800	L000152
T000148	()	(D000182)	(C000194,C000193)	L000152	17823600	L000044
T000148	(O000492)	(D000182)	(C000194,C000193)	L000044	21844800	L000001
T000149	()	(D000183,D000184)	(C000195)	L000001	1080000	L000137
T000149	(O000493)	(D000183,D000184)	(C000195)	L000137	9306000	L000193
T000149	(O000494)	(D000183,D000184)	(C000195)	L000193	14436000	L000145
T000149	(O000495)	(D000183,D000184)	(C000195)	L000145	16815600	L000033
T000149	()	(D000183,D000184)	(C000195)	L000033	20487600	L000226
T000149	(O000496)	(D000183,D000184)	(C000195)	L000226	24152400	L000165
T000149	(O000497)	(D000183,D000184)	(C000195)	L000165	30650400	L000001
T000150	()	(D000185)	(C000198,C000197,C000196)	L000135	1440000	L000028
T000150	(O000499,O000500,O000498)	(D000185)	(C000198,C000197,C000196)	L000028	5569200	L000006
T000150	()	(D000185)	(C000198,C000197,C000196)	L000006	7574400	L000135
T000151	()	(D000186,D000187)	(C000199)	L000241	1710000	L000047
T000151	(O000501)	(D000186,D000187)	(C000199)	L000047	3690000	L000185
T000151	(O000502)	(D000186,D000187)	(C000199)	L000185	7632000	L000267
T000151	(O000503)	(D000186,D000187)	(C000199)	L000267	14058000	L000241
T000152	()	(D000188)	(C000200)	L000102	2970000	L000003
T000152	(O000504)	(D000188)	(C000200)	L000003	8658000	L000045
T000152	(O000505)	(D000188)	(C000200)	L000045	12639600	L000102
T000153	()	(D000189)	(C000201)	L000003	2250000	L000040
T000153	(O000506)	(D000189)	(C000201)	L000040	4888800	L000125
T000153	()	(D000189)	(C000201)	L000125	6519600	L000201
T000153	(O000507)	(D000189)	(C000201)	L000201	8751600	L000109
T000153	()	(D000189)	(C000201)	L000109	10972800	L000105
T000153	(O000508)	(D000189)	(C000201)	L000105	12931200	L000122
T000153	(O000509)	(D000189)	(C000201)	L000122	15040800	L000003
T000154	()	(D000190)	(C000204,C000203,C000202)	L000224	2790000	L000075
T000154	(O000510,O000512,O000511)	(D000190)	(C000204,C000203,C000202)	L000075	8002800	L000020
T000154	(O000514,O000513)	(D000190)	(C000204,C000203,C000202)	L000020	11073600	L000182
T000154	(O000515)	(D000190)	(C000204,C000203,C000202)	L000182	14529600	L000177
T000154	()	(D000190)	(C000204,C000203,C000202)	L000177	16380000	L000224
T000155	()	(D000191,D000192)	(C000205)	L000101	2250000	L000037
T000155	(O000516)	(D000191,D000192)	(C000205)	L000037	7866000	L000070
T000155	()	(D000191,D000192)	(C000205)	L000070	11221200	L000123
T000155	(O000517)	(D000191,D000192)	(C000205)	L000123	13863600	L000171
T000155	(O000518)	(D000191,D000192)	(C000205)	L000171	17960400	L000104
T000155	()	(D000191,D000192)	(C000205)	L000104	21394800	L000101
T000156	()	(D000193)	(C000207,C000206)	L000102	4410000	L000170
T000156	(O000520,O000519)	(D000193)	(C000207,C000206)	L000170	12801600	L000107
T000156	(O000520)	(D000193)	(C000207,C000206)	L000107	17373600	L000074
T000156	()	(D000193)	(C000207,C000206)	L000074	19116000	L000060
T000156	(O000521)	(D000193)	(C000207,C000206)	L000060	19598400	L000268
T000156	(O000522,O000523)	(D000193)	(C000207,C000206)	L000268	23090400	L000294
T000156	()	(D000193)	(C000207,C000206)	L000294	25866000	L000102
